       1.052325563190e-05       4.924945174779e+01 
       1.324799392981e-05       6.146682571393e+01 
       1.667823621353e-05       7.671488799965e+01 
       2.099665539312e-05       9.574539147617e+01 
       2.643322303708e-05       1.194964891518e+02 
       3.327745619701e-05       1.491388462748e+02 
       4.189383524628e-05       1.861332239972e+02 
       5.274121378906e-05       2.323020230507e+02 
       6.639725428791e-05       2.899183571199e+02 
       8.358919069641e-05       3.618165103238e+02 
       1.052325563190e-04       4.515284771802e+02 
       1.324799392981e-04       5.634518726264e+02 
       1.667823621353e-04       7.030546106008e+02 
       2.099665539312e-04       8.771210459387e+02 
       2.643322303708e-04       1.094041898562e+03 
       3.327745619701e-04       1.364145037410e+03 
       4.189383524628e-04       1.700055355936e+03 
       5.274121378906e-04       2.117059958068e+03 
       6.639725428791e-04       2.633441582209e+03 
       8.358919069641e-04       3.270721763493e+03 
       1.052325563190e-03       4.053685375801e+03 
       1.324799392981e-03       5.009902046617e+03 
       1.667823621353e-03       6.168228773508e+03 
       2.099665539312e-03       7.556623854304e+03 
       2.643322303708e-03       9.197545255000e+03 
       3.327745619701e-03       1.110154309056e+04 
       4.189383524628e-03       1.325852248733e+04 
       5.274121378906e-03       1.562577792205e+04 
       6.639725428791e-03       1.811327878211e+04 
       8.358919069642e-03       2.057018050101e+04 
       1.052325563190e-02       2.276599758197e+04 
       1.324799392981e-02       2.438392947170e+04 
       1.667823621350e-02       2.503246604486e+04 
       2.099665522924e-02       2.433034852926e+04 
       2.643309762253e-02       2.209467226703e+04 
       3.326002164681e-02       1.866177240060e+04 
       4.131136503880e-02       1.520703263049e+04 
       4.811205511203e-02       1.321377555590e+04 
       5.304187293299e-02       1.222823802226e+04 
       5.710516837262e-02       1.161038004483e+04 
       6.073214339058e-02       1.114177711733e+04 
       6.411438371846e-02       1.073220066550e+04 
       6.735321235387e-02       1.033477934805e+04 
       7.050934857655e-02       9.926015530993e+03 
       7.362265950294e-02       9.493938057392e+03 
       7.672123246677e-02       9.035649773683e+03 
       7.982601678305e-02       8.554619074708e+03 
       8.295340207349e-02       8.059221295405e+03 
       8.611674556119e-02       7.561932025822e+03 
       8.932732459090e-02       7.075987249109e+03 
       9.259495614080e-02       6.614941614370e+03 
       9.592841391889e-02       6.190889883163e+03 
       9.933571732101e-02       5.813182482864e+03 
       1.028243363784e-01       5.487265265754e+03 
       1.064013399121e-01       5.214731456980e+03 
       1.100735042425e-01       4.991645995244e+03 
       1.138473938417e-01       4.810332673750e+03 
       1.177294216180e-01       4.659008304728e+03 
       1.217258941606e-01       4.522780640845e+03 
       1.258430457492e-01       4.386005120281e+03 
       1.300870639234e-01       4.234115070017e+03 
       1.344641087430e-01       4.056690605120e+03 
       1.389803274205e-01       3.850241576778e+03 
       1.436418657176e-01       3.618772909068e+03 
       1.484548772963e-01       3.373843399022e+03 
       1.534255320955e-01       3.131058912692e+03 
       1.585600247177e-01       2.906944534127e+03 
       1.638645837646e-01       2.714251656437e+03 
       1.693454830262e-01       2.559168140938e+03 
       1.750090554098e-01       2.439339167850e+03 
       1.808617104803e-01       2.344913500440e+03 
       1.869099564759e-01       2.261073320413e+03 
       1.931604276588e-01       2.171708196780e+03 
       1.996199178614e-01       2.064698475114e+03 
       2.062954211054e-01       1.937883728377e+03 
       2.131941802010e-01       1.800508681361e+03 
       2.203237442935e-01       1.666848089949e+03 
       2.276920364212e-01       1.549631791547e+03 
       2.353074322996e-01       1.455269958529e+03 
       2.431788517621e-01       1.381773283172e+03 
       2.513158645973e-01       1.319124687001e+03 
       2.597288129417e-01       1.254805670429e+03 
       2.684289529582e-01       1.181529868374e+03 
       2.774286192840e-01       1.100644807645e+03 
       2.867414167386e-01       1.020574581022e+03 
       2.963824451055e-01       9.508705284298e+02 
       3.063685645582e-01       8.940878193264e+02 
       3.167187116412e-01       8.452879065641e+02 
       3.274542788560e-01       7.969951161378e+02 
       3.385995751601e-01       7.449309250889e+02 
       3.501823905321e-01       6.920067150428e+02 
       3.622346958773e-01       6.435780655638e+02 
       3.747935210137e-01       6.020112157910e+02 
       3.879020698993e-01       5.641520454736e+02 
       4.016111562124e-01       5.261859524761e+02 
       4.159810779533e-01       4.879975093716e+02 
       4.310841036250e-01       4.523634464672e+02 
       4.470078260332e-01       4.201231561911e+02 
       4.638597722788e-01       3.896012813230e+02 
       4.817738746916e-01       3.593954390747e+02 
       5.009197708718e-01       3.305671321181e+02 
       5.215165330264e-01       3.037806294536e+02 
       5.438535687785e-01       2.777269204515e+02 
       5.683235904662e-01       2.524915147816e+02 
       5.954768212316e-01       2.283459485994e+02 
       6.261145601726e-01       2.046568108928e+02 
       6.614602207704e-01       1.814738136474e+02 
       7.034937737277e-01       1.583771659483e+02 
       7.556578852578e-01       1.350851832527e+02 
       8.244691466295e-01       1.110871960580e+02 
       9.233255611492e-01       8.592159944565e+01 
       1.079590130458e+00       5.998256662791e+01 
       1.328436882408e+00       3.694138379265e+01 
       1.669582450610e+00       2.144920382825e+01 
       2.101825866559e+00       1.229247768418e+01 
       2.646041792467e+00       6.986318329544e+00 
       3.331169253100e+00       3.940815989947e+00 
       4.193693623715e+00       2.207876804358e+00 
       5.279547472173e+00       1.229367556258e+00 
       6.646556475493e+00       6.806658994668e-01 
       8.367518847923e+00       3.749013340683e-01 
       1.053408211132e+01       2.055089535667e-01 
       1.326162365986e+01       1.121537453369e-01 
       1.669539502705e+01       6.095334430267e-02 
       2.101825705950e+01       3.299805973964e-02 
       2.646041792382e+01       1.779753254946e-02 
       3.331169253100e+01       9.564185405739e-03 
       4.193693623715e+01       5.120771218690e-03 
       5.279547472173e+01       2.731052020355e-03 
