       1.052325563190e-05       7.091858735517e-03 
       1.324799392981e-05       8.851154788556e-03 
       1.667823621353e-05       1.104688422585e-02 
       2.099665539312e-05       1.378730776579e-02 
       2.643322303708e-05       1.720754668297e-02 
       3.327745619701e-05       2.147623297462e-02 
       4.189383524628e-05       2.680382515337e-02 
       5.274121378906e-05       3.345296895641e-02 
       6.639725428791e-05       4.175142737263e-02 
       8.358919069641e-05       5.210819300421e-02 
       1.052325563190e-04       6.503357293127e-02 
       1.324799392981e-04       8.116415993910e-02 
       1.667823621353e-04       1.012938789300e-01 
       2.099665539312e-04       1.264124280897e-01 
       2.643322303708e-04       1.577526989886e-01 
       3.327745619701e-04       1.968488412318e-01 
       4.189383524628e-04       2.456065170454e-01 
       5.274121378906e-04       3.063862456905e-01 
       6.639725428791e-04       3.820989000533e-01 
       8.358919069641e-04       4.763082408460e-01 
       1.052325563190e-03       5.933266444974e-01 
       1.324799392981e-03       7.382728379766e-01 
       1.667823621353e-03       9.170051838403e-01 
       2.099665539312e-03       1.135905806060e+00 
       2.643322303708e-03       1.401146775572e+00 
       3.327745619701e-03       1.717270918538e+00 
       4.189383524628e-03       2.084712293395e+00 
       5.274121378906e-03       2.496236184375e+00 
       6.639725428791e-03       2.933253703143e+00 
       8.358919069642e-03       3.364350445158e+00 
       1.052325563190e-02       3.747396385245e+00 
       1.324799392981e-02       4.030793002888e+00 
       1.667823621350e-02       4.150684020729e+00 
       2.099665522924e-02       4.042461339799e+00 
       2.643309762253e-02       3.676290652516e+00 
       3.326002164681e-02       3.108293691024e+00 
       4.131136503880e-02       2.534534516251e+00 
       4.811205511203e-02       2.202805953169e+00 
       5.304187293299e-02       2.038638560212e+00 
       5.710516837262e-02       1.935613435058e+00 
       6.073214339058e-02       1.857503347311e+00 
       6.411438371846e-02       1.789165893226e+00 
       6.735321235387e-02       1.722978516522e+00 
       7.050934857655e-02       1.654872126878e+00 
       7.362265950294e-02       1.582891569031e+00 
       7.672123246677e-02       1.506546503070e+00 
       7.982601678305e-02       1.426440774230e+00 
       8.295340207349e-02       1.343993320567e+00 
       8.611674556119e-02       1.261172858695e+00 
       8.932732459090e-02       1.180227174224e+00 
       9.259495614080e-02       1.103415155508e+00 
       9.592841391889e-02       1.032749760643e+00 
       9.933571732101e-02       9.697847151668e-01 
       1.028243363784e-01       9.154474966210e-01 
       1.064013399121e-01       8.699388719967e-01 
       1.100735042425e-01       8.326935281893e-01 
       1.138473938417e-01       8.023996681208e-01 
       1.177294216180e-01       7.770931047984e-01 
       1.217258941606e-01       7.543281876345e-01 
       1.258430457492e-01       7.314738351660e-01 
       1.300870639234e-01       7.061191625452e-01 
       1.344641087430e-01       6.765455303849e-01 
       1.389803274205e-01       6.421389398872e-01 
       1.436418657176e-01       6.035907550848e-01 
       1.484548772963e-01       5.627808140354e-01 
       1.534255320955e-01       5.223311732555e-01 
       1.585600247177e-01       4.849759073861e-01 
       1.638645837646e-01       4.528476130843e-01 
       1.693454830262e-01       4.269588289965e-01 
       1.750090554098e-01       4.069484752394e-01 
       1.808617104803e-01       3.911538356315e-01 
       1.869099564759e-01       3.771355753700e-01 
       1.931604276588e-01       3.622216497028e-01 
       1.996199178614e-01       3.443641100299e-01 
       2.062954211054e-01       3.232443286439e-01 
       2.131941802010e-01       3.003457802715e-01 
