#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.869099564759e-01       1.266577401830e-02      -1.898988061685e+04      -1.907996256157e+04       1.292226428447e-02      -1.906048344830e+04       2.891942607505e-02       2.891942607505e-02 
       1.931604276588e-01       1.222050092613e-02      -1.957052565695e+04      -1.965588977147e+04       1.246793034705e-02      -1.963697009647e+04       2.789708289381e-02       2.789708289381e-02 
       1.996199178614e-01       1.172460135057e-02      -2.006178981996e+04      -2.014696902383e+04       1.196206160327e-02      -2.012793424052e+04       2.677392795249e-02       2.677392795249e-02 
       2.062954211054e-01       1.118409595799e-02      -2.042846465675e+04      -2.051892062919e+04       1.141054184832e-02      -2.049896292337e+04       2.553132437481e-02       2.553132437481e-02 
       2.131941802010e-01       1.060873959033e-02      -2.069285181987e+04      -2.079275581963e+04       1.082357763095e-02      -2.077126032469e+04       2.422327106321e-02       2.422327106321e-02 
       2.203237442935e-01       1.004702780631e-02      -2.092211312975e+04      -2.103243299455e+04       1.025048997630e-02      -2.100926037810e+04       2.294081204747e-02       2.294081204747e-02 
       2.276920364212e-01       9.535456107290e-03      -2.120143203679e+04      -2.131931334133e+04       9.728552668402e-03      -2.129489019337e+04       2.177210162098e-02       2.177210162098e-02 
       2.353074322996e-01       9.095170511167e-03      -2.159855916190e+04      -2.171854540849e+04       9.279356187100e-03      -2.169368072569e+04       2.076742185529e-02       2.076742185529e-02 
       2.431788517621e-01       8.724305944977e-03      -2.212977795296e+04      -2.224655508641e+04       8.900963925273e-03      -2.222203108415e+04       1.991832315526e-02       1.991832315526e-02 
       2.513158645973e-01       8.390833818526e-03      -2.273792857559e+04      -2.284924539326e+04       8.560730579496e-03      -2.282538755600e+04       1.915574208099e-02       1.915574208099e-02 
       2.597288129417e-01       8.055375910637e-03      -2.331906887799e+04      -2.342712284197e+04       8.218475389795e-03      -2.340359939063e+04       1.838920797222e-02       1.838920797222e-02 
       2.684289529582e-01       7.693589958322e-03      -2.378916112620e+04      -2.389933139668e+04       7.849365882917e-03      -2.387534331195e+04       1.756351923360e-02       1.756351923360e-02 
       2.774286192840e-01       7.306586578228e-03      -2.413499761309e+04      -2.425239193122e+04       7.454564096522e-03      -2.422718601239e+04       1.668480299078e-02       1.668480299078e-02 
       2.867414167386e-01       6.926385017999e-03      -2.442966290219e+04      -2.455563066268e+04       7.066634592873e-03      -2.452901329018e+04       1.581320333295e-02       1.581320333295e-02 
       2.963824451055e-01       6.580220855449e-03      -2.479241818608e+04      -2.492364568565e+04       6.713459021878e-03      -2.489610916940e+04       1.502267101672e-02       1.502267101672e-02 
       3.063685645582e-01       6.279619535365e-03      -2.528393993559e+04      -2.541511979079e+04       6.406774283870e-03      -2.538744687247e+04       1.433676789075e-02       1.433676789075e-02 
       3.167187116412e-01       6.009464436646e-03      -2.586169093914e+04      -2.598990159901e+04       6.131140853235e-03      -2.596251866481e+04       1.371892265474e-02       1.371892265474e-02 
       3.274542788560e-01       5.741264332538e-03      -2.641943706239e+04      -2.654654462410e+04       5.857531732396e-03      -2.651916906762e+04       1.310929095801e-02       1.310929095801e-02 
       3.385995751601e-01       5.463017710422e-03      -2.687269490479e+04      -2.700340774541e+04       5.573629604273e-03      -2.697534231700e+04       1.247138759867e-02       1.247138759867e-02 
       3.501823905321e-01       5.180548361745e-03      -2.725416420309e+04      -2.739135086342e+04       5.285446049301e-03      -2.736217314730e+04       1.182721823752e-02       1.182721823752e-02 
       3.622346958773e-01       4.915366150765e-03      -2.766706319652e+04      -2.780898849457e+04       5.014892887896e-03      -2.777895751881e+04       1.122164386785e-02       1.122164386785e-02 
       3.747935210137e-01       4.676580135294e-03      -2.818194040357e+04      -2.832459303726e+04       4.771273304697e-03      -2.829429903318e+04       1.067666017021e-02       1.067666017021e-02 
       3.879020698993e-01       4.453050035767e-03      -2.874664177095e+04      -2.888863816986e+04       4.543213949592e-03      -2.885828043385e+04       1.016592462342e-02       1.016592462342e-02 
       4.016111562124e-01       4.228651701070e-03      -2.926675237302e+04      -2.941077419113e+04       4.314284330348e-03      -2.937995124084e+04       9.655175312152e-03       9.655175312152e-03 
       4.159810779533e-01       4.004531220846e-03      -2.972841631683e+04      -2.987720401595e+04       4.085615486469e-03      -2.984550933136e+04       9.142236939780e-03       9.142236939780e-03 
       4.310841036250e-01       3.789769489352e-03      -3.021440692239e+04      -3.036698855638e+04       3.866508492102e-03      -3.033456526365e+04       8.652356165346e-03       8.652356165346e-03 
       4.470078260332e-01       3.589301740518e-03      -3.076824945699e+04      -3.092208664646e+04       3.661976557825e-03      -3.088930727710e+04       8.194048789645e-03       8.194048789645e-03 
       4.638597722788e-01       3.395454904374e-03      -3.134362080841e+04      -3.149905125521e+04       3.464204857954e-03      -3.146585731088e+04       7.751518322436e-03       7.751518322436e-03 
       4.817738746916e-01       3.201401941318e-03      -3.188650894543e+04      -3.204571865917e+04       3.266238203090e-03      -3.201178173188e+04       7.310447887446e-03       7.310447887446e-03 
       5.009197708718e-01       3.014027985487e-03      -3.244504331899e+04      -3.260772931211e+04       3.075055786989e-03      -3.257309166065e+04       6.880868604667e-03       6.880868604667e-03 
       5.215165330264e-01       2.833755849435e-03      -3.306651392996e+04      -3.323132249789e+04       2.891135219767e-03      -3.319617496686e+04       6.469526751247e-03       6.469526751247e-03 
       5.438535687785e-01       2.655393425413e-03      -3.369611128564e+04      -3.386413637181e+04       2.709160985352e-03      -3.382830748452e+04       6.062293156557e-03       6.062293156557e-03 
       5.683235904662e-01       2.478917588638e-03      -3.434941288518e+04      -3.452114260713e+04       2.529110074303e-03      -3.448454997800e+04       5.659184144512e-03       5.659184144512e-03 
       5.954768212316e-01       2.304987812664e-03      -3.506567539018e+04      -3.524052573492e+04       2.351659895453e-03      -3.520324122387e+04       5.262275225983e-03       5.262275225983e-03 
       6.261145601726e-01       2.130141552210e-03      -3.582524768044e+04      -3.600413017767e+04       2.173272548558e-03      -3.596600021437e+04       4.863010034213e-03       4.863010034213e-03 
       6.614602207704e-01       1.953563755948e-03      -3.666975499328e+04      -3.685268844443e+04       1.993119260896e-03      -3.681368527966e+04       4.459872693912e-03       4.459872693912e-03 
       7.034937737277e-01       1.771707202793e-03      -3.761701329525e+04      -3.780475571426e+04       1.807580468596e-03      -3.776473212170e+04       4.044701928693e-03       4.044701928693e-03 
       7.556578852578e-01       1.580894707220e-03      -3.872789005473e+04      -3.892112488986e+04       1.612904296823e-03      -3.887992736606e+04       3.609072759632e-03       3.609072759632e-03 
       8.244691466295e-01       1.374734780685e-03      -4.009012983421e+04      -4.029014709333e+04       1.402570031320e-03      -4.024750270932e+04       3.138417754015e-03       3.138417754015e-03 
       9.233255611492e-01       1.144914778810e-03      -4.187472718167e+04      -4.208363834363e+04       1.168096649186e-03      -4.203909717425e+04       2.613751488166e-03       2.613751488166e-03 
       1.079590130458e+00       8.870469088446e-04      -4.436555822094e+04      -4.458690244559e+04       9.050117255457e-04      -4.453971084561e+04       2.025583785009e-03       2.025583785009e-03 
       1.328436882408e+00       6.301661503409e-04      -4.770963502309e+04      -4.794772632725e+04       6.429255267691e-04      -4.789696787545e+04       1.438622344671e-03       1.438622344671e-03 
       1.669582450610e+00       4.301750499404e-04      -5.144232440141e+04      -5.169920613045e+04       4.388848935988e-04      -5.164445130377e+04       9.820385924522e-04       9.820385924522e-04 
       2.101825866559e+00       2.914911497520e-04      -5.524534242890e+04      -5.552153551602e+04       2.973932322312e-04      -5.546268321893e+04       6.654693247872e-04       6.654693247872e-04 
       2.646041792467e+00       1.966869944928e-04      -5.908489280279e+04      -5.938086910789e+04       2.006697361873e-04      -5.931783571572e+04       4.490684333697e-04       4.490684333697e-04 
       3.331169253100e+00       1.322633248828e-04      -6.295342053626e+04      -6.326981065103e+04       1.349408628708e-04      -6.320249021244e+04       3.018988239494e-04       3.018988239494e-04 
       4.193693623715e+00       8.862704767396e-05      -6.684731759151e+04      -6.718504832754e+04       9.042097352363e-05      -6.711329015742e+04       2.022719965915e-04       2.022719965915e-04 
       5.279547472173e+00       5.919752013241e-05      -7.076230585652e+04      -7.112280840006e+04       6.039569829563e-05      -7.104638509936e+04       1.351043140217e-04       1.351043140217e-04 
       6.646556475493e+00       3.942211836918e-05      -7.469361701260e+04      -7.507917437230e+04       4.022010172822e-05      -7.499772826364e+04       8.998608130409e-05       8.998608130409e-05 
       8.367518847923e+00       2.619043943887e-05      -7.863498716697e+04      -7.904931208582e+04       2.672050052743e-05      -7.896226631838e+04       5.977875086807e-05       5.977875086807e-05 
       1.053408211132e+01       1.735520226071e-05      -8.258297114099e+04      -8.303214669680e+04       1.770643135984e-05      -8.293855902571e+04       3.961719442635e-05       3.961719442635e-05 
       1.326162365986e+01       1.147796921219e-05      -8.652933979862e+04      -8.702332697794e+04       1.171016884989e-05      -8.692165812567e+04       2.619722158579e-05       2.619722158579e-05 
       1.669539502705e+01       7.576774592619e-06      -9.046464304824e+04      -9.101981214636e+04       7.729946360899e-06      -9.090753486097e+04       1.728729775566e-05       1.728729775566e-05 
       2.101825705950e+01       4.992126336034e-06      -9.437485582491e+04      -9.501809875753e+04       5.092947922768e-06      -9.489106347761e+04       1.138551146922e-05       1.138551146922e-05 
       2.646041792382e+01       3.284166053277e-06      -9.823786116583e+04      -9.901323424680e+04       3.350384102316e-06      -9.886464464064e+04       7.484593891717e-06       7.484593891717e-06 
       3.331169253100e+01       2.157573548948e-06      -1.020187110612e+05      -1.029983055680e+05       2.200962480683e-06      -1.028170419356e+05       4.911253328433e-06       4.911253328433e-06 
       4.193693623715e+01       1.415653430968e-06      -1.056612950616e+05      -1.069626247867e+05       1.444007367301e-06      -1.067305625157e+05       3.216740518407e-06       3.216740518407e-06 
       5.279547472173e+01       9.280114223813e-07      -1.090755855287e+05      -1.108896478149e+05       9.464797143433e-07      -1.105773296808e+05       2.102777537792e-06       2.102777537792e-06 
