1.000000e-05 0.000000
1.001613e-05 0.000000
1.003229e-05 0.000000
1.004847e-05 0.000000
1.006468e-05 0.000000
1.008092e-05 0.000000
1.009718e-05 0.000000
1.011347e-05 0.000000
1.012978e-05 0.000000
1.014612e-05 0.000000
1.016249e-05 0.000000
1.017888e-05 0.000000
1.019530e-05 0.000000
1.021175e-05 0.000000
1.022822e-05 0.000000
1.024472e-05 0.000000
1.026124e-05 0.000000
1.027780e-05 0.000000
1.029438e-05 0.000000
1.031098e-05 0.000000
1.032761e-05 0.000000
1.034427e-05 0.000000
1.036096e-05 0.000000
1.037767e-05 0.000000
1.039441e-05 0.000000
1.041118e-05 0.000000
1.042798e-05 0.000000
1.044480e-05 0.000000
1.046165e-05 0.000000
1.047852e-05 0.000000
1.049542e-05 0.000000
1.051235e-05 0.000000
1.052931e-05 1.051698
1.054630e-05 1.051698
1.056331e-05 1.051698
1.058035e-05 1.051698
1.059742e-05 1.051698
1.061451e-05 1.051698
1.063163e-05 1.051698
1.064878e-05 1.051698
1.066596e-05 1.051698
1.068317e-05 1.051698
1.070040e-05 1.051698
1.071766e-05 1.051698
1.073495e-05 1.051698
1.075227e-05 1.051698
1.076961e-05 1.051698
1.078698e-05 1.051698
1.080438e-05 1.051698
1.082181e-05 1.051698
1.083927e-05 1.051698
1.085675e-05 1.051698
1.087427e-05 1.051698
1.089181e-05 1.051698
1.090938e-05 1.051698
1.092698e-05 1.051698
1.094460e-05 1.051698
1.096226e-05 1.051698
1.097994e-05 1.051698
1.099765e-05 1.051698
1.101539e-05 1.051698
1.103316e-05 1.051698
1.105096e-05 1.051698
1.106879e-05 1.051698
1.108664e-05 1.051698
1.110453e-05 1.051698
1.112244e-05 1.051698
1.114038e-05 1.051698
1.115835e-05 1.051698
1.117635e-05 1.051698
1.119438e-05 1.051698
1.121244e-05 1.051698
1.123052e-05 1.051698
1.124864e-05 1.051698
1.126678e-05 1.051698
1.128496e-05 1.051698
1.130316e-05 1.051697
1.132140e-05 1.051697
1.133966e-05 1.051697
1.135795e-05 1.051697
1.137627e-05 1.051697
1.139462e-05 1.051697
1.141300e-05 1.051697
1.143142e-05 1.051697
1.144986e-05 1.051697
1.146833e-05 1.051697
1.148682e-05 1.051697
1.150535e-05 1.051697
1.152391e-05 1.051697
1.154250e-05 1.051697
1.156112e-05 1.051697
1.157977e-05 1.051697
1.159845e-05 1.051697
1.161716e-05 1.051697
1.163590e-05 1.051697
1.165467e-05 1.051697
1.167347e-05 1.051697
1.169230e-05 1.051697
1.171116e-05 1.051697
1.173005e-05 1.051697
1.174898e-05 1.051697
1.176793e-05 1.051697
1.178691e-05 1.051697
1.180592e-05 1.051697
1.182497e-05 1.051697
1.184404e-05 1.051697
1.186315e-05 1.051697
1.188229e-05 1.051697
1.190145e-05 1.051697
1.192065e-05 1.051697
1.193988e-05 1.051697
1.195914e-05 1.051697
1.197843e-05 1.051697
1.199776e-05 1.051697
